	logFC	AveExpr	t	P.Value	adj.P.Val	B
YNL148C	0.235674305389129	6.74546239653322	0.971915919962726	0.365685119093612	0.451744446974147	-7.01456898560396
YLR033W	-0.526898202031759	7.22087312006676	-0.971611585366212	0.365825690681333	0.451835285906576	-7.01486595001397
YCR041W	0.754347592020408	2.68220591658321	0.97120203075094	0.366014929309852	0.451986189730378	-7.01526547667225
YOR022C	0.257871625920516	5.19692377129727	0.969974323737263	0.36658265763718	0.452604343739621	-7.01646236920339
YGR053C	-0.341482326697399	6.21532899248441	-0.969677592703854	0.366719977220934	0.452690463339899	-7.01675148273635
YBL041W	-0.155515704555661	10.9308775204506	-0.969533359830423	0.366786738916793	0.452690463339899	-7.01689198906655
YNL025C	-0.24633916292216	6.0240808451433	-0.969332493291385	0.36687973056339	0.452694764275942	-7.01708763978332
YDL079C	0.160234830520364	6.23616427326258	0.969235685489382	0.366924554486568	0.452694764275942	-7.0171819229904
YPL226W	-0.237917948624222	11.4680622995898	-0.968916591934207	0.367072331123147	0.452794200543559	-7.01749264522788
YMR030W	-0.329465416382141	4.83641111019361	-0.968051086615173	0.3674733905602	0.453205974817154	-7.01833505894443
YBR226C	0.265240204945573	4.71606291575958	0.967434773833641	0.367759185345918	0.453472758521351	-7.01893458513191
YOR159C	-0.366683286381531	6.80617834260752	-0.967294474283832	0.367824268670063	0.453472758521351	-7.01907102338752
YCL061C	-0.409383970081159	5.01760727904632	-0.966420657776576	0.368229822503577	0.453875628098342	-7.01992045735987
YMR083W	-0.141568637422921	11.8396619721921	-0.966248696583707	0.36830967346428	0.453875628098342	-7.02008755252268
YER186C	-0.362972978098459	7.79464860614048	-0.966155255014558	0.368353069094649	0.453875628098342	-7.02017834061097
YOR365C	-0.833833065803008	2.45287282012814	-0.965919590514085	0.368462532689086	0.453927521536179	-7.02040728367801
YMR279C	0.536732959824098	3.50080882447294	0.965476541927978	0.368668392003745	0.454098129039701	-7.02083758268741
YKR005C	-0.224517492070205	5.71439688870105	-0.964470270857793	0.369136278742435	0.454591360994704	-7.02181434659134
YGR136W	0.142682086505705	11.2397843962482	0.963035796768121	0.369804060218548	0.455330538157292	-7.02320543625582
YIL130W	0.301713927644983	7.52713270213943	0.962564379883644	0.370023719368794	0.455517784209255	-7.0236622562824
YKRWOMEGA1	0.589328269254243	0.635514407945685	0.96053310106257	0.370971355952967	0.456526504506042	-7.02562871721705
YPL259C	0.351988920815453	5.90810491689788	0.960517620112964	0.370978585338219	0.456526504506042	-7.02564369218441
YDR142C	0.384159638253569	6.73706974441291	0.959826124639608	0.371301614761896	0.456840614000581	-7.02631240160411
YDR479C	-0.220574002447225	6.91979216246396	-0.958612901625622	0.3718688909106	0.457455069307802	-7.02748477130756
YGL113W	0.187094214123936	7.11342980213146	0.958037061919794	0.372138374297377	0.457692534473301	-7.0280408300166
YER084W	-0.302751703858253	5.54115313653616	-0.957910246386403	0.372197742054624	0.457692534473301	-7.02816325544025
YIL134W	-0.460424507923784	6.28795971001245	-0.957686677166339	0.372302422096861	0.457737746248238	-7.0283790554047
YPL063W	-0.208848195911925	8.56454469295499	-0.956981420819185	0.372632787202057	0.458060365811027	-7.02905955478672
YBRWDELTA17	0.500751221033195	3.97249446577504	0.956460125661228	0.372877123860311	0.45822718478319	-7.02956230790832
YIR019C	0.204153437459492	6.66059311595739	0.956401804800378	0.372904467141809	0.45822718478319	-7.02961854150591
YDR209C	-0.344618851309979	6.42486573839365	-0.955881601349039	0.373148428729161	0.458443384913334	-7.03012001289901
YJR082C	0.267830423965203	6.30725459398379	0.955493601519306	0.373330470251219	0.458511918486143	-7.03049390729026
YNR063W	0.175628244800374	4.16499450889278	0.95547272217384	0.373340268345987	0.458511918486143	-7.03051402433784
YGL181W	-0.169830777034624	8.52017549380081	-0.955109533954074	0.373510734091191	0.458637702272659	-7.03086389964302
YER136W	-0.140137721421402	11.0389801246505	-0.953838754764262	0.374107657050266	0.459286996087212	-7.03208730770359
YML047C	0.325201062590761	4.52211522067346	0.953284262613782	0.374368348194834	0.45952334125536	-7.03262074469164
YKL168C	-0.236875403821489	5.9772176224381	-0.952802896586877	0.374594772670074	0.459717546940331	-7.03308364238452
YGR235C	-0.139868894270659	10.089520958186	-0.951714015869025	0.375107347303259	0.460262792795187	-7.03413009493026
YJR083C	-0.237014224637071	6.35906099329892	-0.950815230415634	0.375530842832697	0.460698558553399	-7.03499317794232
YDR174W	0.440487608321884	10.876173292577	0.950151224373815	0.375843949032738	0.460998765510583	-7.03563041162998
YKL006C-A	0.195302562436639	8.08146836235606	0.947171915725023	0.377251280280375	0.46264076220701	-7.03848544808936
YNL136W	0.226652607894744	7.50435395148554	0.946224184436487	0.377699803818646	0.463106544976837	-7.03939222369475
YEL045C	-0.166587359103167	4.60866717933796	-0.944796378293211	0.378376298209346	0.463769731588452	-7.04075702813235
YBR055C	0.384312800905138	7.50461158640939	0.944659348387068	0.378441271681439	0.463769731588452	-7.0408879293821
YHL030W	0.279383621599814	6.18345955190835	0.944647035446603	0.37844711034666	0.463769731588452	-7.04089969092133
YLR139C	-0.209027379563676	5.22207496059719	-0.944014199790801	0.378747287044245	0.464053211175824	-7.04150403009038
YGR022C	-0.859727559962924	2.85172329027498	-0.943830797442052	0.378834315387406	0.464075479046004	-7.04167911639867
2mic_REP1	-0.174569753708518	9.16975988348434	-0.943416079904667	0.379031164112025	0.464232245341641	-7.04207493408832
YMLCDELTA1	-0.268238161001801	3.27122904960405	-0.942989620093814	0.379233667918041	0.464395879681613	-7.04248182113698
YMR115W	-0.152868646322885	7.4782386060738	-0.942435178876296	0.379497067109582	0.464616075769254	-7.04301060679555
YDR083W	-0.209719432255662	10.2694308093415	-0.942320948407542	0.379551352104675	0.464616075769254	-7.04311952213947
YKL020C	0.143315880748887	7.38979349872445	0.940929304649238	0.380213170190152	0.465269720186051	-7.0444456069845
YBR112C	-0.319019779902687	8.60159990584311	-0.940907838656829	0.380223385576375	0.465269720186051	-7.04446605006493
YNL233W	0.268114188497017	7.99973066781788	0.939523312954488	0.380882705914977	0.465991911030486	-7.04578384984859
YPL039W	-0.231856023266838	7.46785890353947	-0.939173795576524	0.38104928622292	0.466111105107528	-7.04611628907432
YPL032C	0.230284508151801	9.52085252212409	0.938165792364968	0.381530012677202	0.46661445934392	-7.04707451156226
YDRWDELTA28	0.442771863889574	10.2172036761285	0.937841212025807	0.381684906541287	0.466719207200339	-7.04738289550705
YGL192W	-0.68563201963118	2.86755813247694	-0.93641480295573	0.382366175186658	0.467467444360253	-7.04873716334261
YER164W	-0.128269277654583	6.91379493678911	-0.936028175934741	0.382550991956432	0.467608575586933	-7.04910396578735
YLRWDELTA23	0.242857135464	10.4098376697999	0.935592322242321	0.382759421783531	0.467778513657479	-7.04951733221819
YLR402W	-0.227541570090062	6.66420447858141	-0.935256361440474	0.382920140772593	0.467890092242073	-7.04983585934095
YHR095W	0.443173119898367	3.29243208930911	0.93366531844169	0.383681971303918	0.468735995393948	-7.0513431537782
YBR178W	-0.953506443222607	2.289621377596	-0.932162021754937	0.384402845348163	0.469531565358213	-7.05276551927317
YCR013C	0.500798253066302	4.31520620395765	0.931705253947051	0.384622082439889	0.469714230049801	-7.05319734956986
YDL158C	-0.298119927383041	8.65711714718741	-0.929049953484586	0.385898441268648	0.471187589520052	-7.05570447498577
YBR195C	0.153579833351586	8.66788204681779	0.927279039583229	0.386751474968593	0.472143622765498	-7.0573735192033
YCR018C-A	-0.327560763585416	3.24900343293835	-0.927096785827726	0.386839346074036	0.47216537351304	-7.05754515050188
YOR257W	-0.458688665504978	7.8928915882791	-0.926878057681119	0.386944822774195	0.472208601393822	-7.0577510961702
YDR079W	0.388374813199155	9.31552858574138	0.926302032082308	0.387222702359283	0.472462167614331	-7.0582932805068
YGL175C	0.582694669950353	3.1671869503213	0.924731919782283	0.387980905291842	0.473301593061903	-7.05976983602236
YLRCDELTA21	0.194596328730889	10.0921917189006	0.923701297097081	0.388479200800268	0.47382370854032	-7.06073800236958
YIL092W	0.262703355404337	6.40687968571141	0.923261985863017	0.388691750411827	0.47399717708987	-7.06115043896546
RPR1	0.234936501895458	9.54160933325663	0.920433229569989	0.390062479113325	0.475582689801702	-7.06380253395455
YGL059W	0.274568111290632	4.83969527860991	0.920051291990656	0.390247833850536	0.475722626180614	-7.06416013896956
YKL062W	0.170865618894169	8.48073866122063	0.919638484550978	0.390448244545984	0.475880862249536	-7.06454651868224
YBL052C	-0.258583548099137	7.31562832857585	-0.918956799281851	0.390779360732994	0.476198317002419	-7.06518427045371
YOL073C	-0.246543680737862	8.23543044030306	-0.917815753227821	0.3913340771668	0.476788083894474	-7.06625096251944
YBR098W	-0.402808230192023	3.4096092528663	-0.917520927260331	0.391477502519569	0.47687662515487	-7.06652641066753
YOR043W	0.134228821572638	8.77920004098081	0.917329066027891	0.391570859430203	0.476904154781274	-7.06670562492339
YEL032W	0.358972974074297	7.36280929826213	0.917170573494747	0.391647992272933	0.476911918323319	-7.06685364825741
YPR014C	0.734510948928639	2.36293091872462	0.916858807850913	0.391799751273009	0.477010535328772	-7.06714476270937
YER076C	0.171248715984495	8.21592663393392	0.916120036649027	0.392159541875499	0.477362346440467	-7.06783429328248
YGL145W	-0.30499459602196	6.4607748152084	-0.91484884965556	0.392779208088133	0.478030311035394	-7.06901974891169
YIR015W	-0.234977933091655	4.83245031631797	-0.913839164432704	0.393271925074782	0.478543559307462	-7.06996043315916
YDR008C	-0.343338946125571	5.16938170170437	-0.911413388536535	0.394457581853458	0.479899657345182	-7.07221715168479
YNL249C	0.411085385185824	4.39996679706313	0.910697703114013	0.394807903304026	0.480203615899218	-7.07288207305106
YPR088C	0.171962661640455	10.4637667882046	0.910611904120135	0.394849916812087	0.480203615899218	-7.07296175912678
YGR005C	0.166746980309076	8.87222834435062	0.910046069703926	0.395127075143261	0.480452495464103	-7.07348713399828
YGL243W	-0.342021844490434	7.8800828883167	-0.909903102413801	0.395197126832787	0.480452495464103	-7.07361983851195
YLR245C	-0.236179281755582	8.27219058790606	-0.909298391187937	0.395493528830706	0.480726128822175	-7.0741809625046
YJR040W	0.263108925230289	6.6776492859725	0.908870818033368	0.395703206487632	0.480842686208158	-7.07457754203676
YGL024W	-0.449711019627615	5.48154469714874	-0.908811903941451	0.395732103916417	0.480842686208158	-7.07463217427741
YDR419W	0.21640807280654	5.04181083082637	0.907164734714173	0.396540683501293	0.48161987979006	-7.07615851659027
YDR310C	-0.156599456824678	8.6728771216101	-0.907036241182947	0.396603811806756	0.48161987979006	-7.07627749429509
YGL203C	0.216028071303476	6.97713546185628	0.906944265108996	0.396649003873743	0.48161987979006	-7.07636265088318
YGLCTAU3	0.967931232448891	2.38306719669229	0.906926852851096	0.396657559749944	0.48161987979006	-7.07637877137033
YHR058C	-0.275314299135806	8.04302445836685	-0.906515835808538	0.396859561732934	0.481778358443799	-7.07675922638951
YGR011W	0.246173468714659	7.82810613148616	0.905598211835558	0.397310823356933	0.482239320984284	-7.07760813561723
YDL089W	-0.40918638617171	8.99311567204739	-0.904929460107473	0.397639938733529	0.482551888200213	-7.07822638854437
YFL049W	-0.202516696634188	6.83602602178083	-0.902863026015236	0.398658190947478	0.483700487306211	-7.08013453981979
YGR159C	0.207658282451041	11.3277756759772	0.901142700333801	0.399507382400726	0.484643584841773	-7.08172050617411
YOR212W	0.14039935889774	10.5478525235039	0.900021728955278	0.400061446165677	0.485228387107551	-7.08275266175966
YOR071C	0.244553368809239	4.83256369710376	0.896946794234955	0.401584243202867	0.48698060130541	-7.08557882659464
YOR053W	-0.373950712936102	5.24819062836939	-0.89673596824343	0.401688808527131	0.48698060130541	-7.08577231997133
YPR029C	-0.231476168766013	10.2977959509226	-0.896667302048309	0.401722869919596	0.48698060130541	-7.08583533325909
YHL037C	-0.437972318578399	4.4893115394753	-0.895065184916382	0.402518200305074	0.487856980768962	-7.08730448792728
YMR247C	0.228578758378541	9.86251643943069	0.894811262410726	0.402644361308244	0.487922149445805	-7.08753714864858
YPL269W	-0.238627983788952	4.98077971188206	-0.893718233631438	0.403187767170795	0.488492818754478	-7.08853806570883
YIR025W	-0.243638478036502	6.46785935559597	-0.893288770289167	0.403401426786493	0.488663841937628	-7.08893107571981
YNL258C	-0.298444162476759	7.46983492786285	-0.89123696489693	0.404423370329117	0.48981374950912	-7.09080668275138
YIL100c-a	-0.439056975967	4.0737541778233	-0.890754684692293	0.404663858949301	0.490000294497354	-7.09124705742931
YPL188W	0.149282021204481	7.83604074299754	0.890636525425121	0.404722795173111	0.490000294497354	-7.09135492133404
YFL016C	-0.192387749805521	8.08840857793956	-0.8901272483705	0.404976888574053	0.490219868712126	-7.09181969625695
YPR190C	0.184440610898266	7.47396509981649	0.889877778669676	0.405101399626919	0.490282534294386	-7.09204729060308
YDR399W	0.220368811751518	9.13321954961657	0.886080362943867	0.407000211047484	0.492492176384208	-7.09550554648882
YGR126W	0.444940675043235	3.17835566427455	0.883709966642718	0.408188813488795	0.493797693878167	-7.09765835087389
YCLWTY2-1	0.32749876512119	11.2903842847756	0.883636624954569	0.408225630606699	0.493797693878167	-7.09772488786855
YER056C-A	-0.260667619298907	14.0129433687765	-0.882239002261049	0.408927699045039	0.49455817182192	-7.09899200854619
YHL014C	-0.159233268641239	5.65252153420919	-0.881895779922648	0.409100246574229	0.494678087892053	-7.0993029415217
YBR231C	0.211563125262709	7.97590446537442	0.880424722085359	0.409840398469045	0.495484176803832	-7.10063452808527
YER106W	0.241006119421754	4.64679007791711	0.879201633682922	0.410456539173874	0.496140077839295	-7.10174032270705
YMR004W	-0.154323272109918	9.33219627759078	-0.878203017138845	0.41096010722436	0.496659695659348	-7.10264227418403
YIL099W	0.566514936148486	6.66829922802093	0.877730932193027	0.41119832207965	0.49684602451642	-7.10306838054795
YKR064W	0.2074627321291	6.79677009689655	0.877600145477864	0.411264335289063	0.49684602451642	-7.10318639737513
YBRWDELTA12	0.281138433966692	10.6282578695985	0.877459303036769	0.411335432759885	0.49684602451642	-7.10331347259062
YML091C	-0.158445684228066	6.95908640715968	-0.875434686384118	0.412358463846313	0.497992482767273	-7.10513840664754
YDL210W	-0.211555264339853	5.27406287120297	-0.874476416946921	0.412843326785716	0.498488717759893	-7.10600100428004
YBR153W	0.258735623281385	9.33008285673577	0.873919252640207	0.41312543238684	0.498739998976769	-7.10650219932265
YER128W	0.133736027745966	7.3179651966419	0.870571882408583	0.414823271898374	0.500693818151808	-7.10950799681281
YBR113W	-0.570008013560323	4.64181262676752	-0.870435748684772	0.414892429432915	0.500693818151808	-7.10963004605023
YGR029W	0.170313193730889	9.34499119252972	0.868807757137535	0.415720124429734	0.501584022016303	-7.11108843340967
YBL065W	0.32089849317944	4.82398998349184	0.868692199810406	0.415778921514108	0.501584022016303	-7.11119186977601
YBR047W	-0.238449713530433	7.64556539313681	-0.866177572552828	0.417059907810987	0.503039330466366	-7.11344003322239
SNR190	-0.544214330596534	2.26017906061141	-0.865832747805495	0.417235791609999	0.503161430569224	-7.11374791541926
YIL149C	-0.221209824004005	8.14955377543279	-0.863040442396267	0.4186620561211	0.504791101655852	-7.11623748353531
YDR173C	0.367228654914823	5.07941030583326	0.861724067140254	0.419335674811081	0.505512868579267	-7.117408923041
YDR370C	-0.319401124327969	6.54030795937877	-0.860492257705524	0.41996673624719	0.506183083388065	-7.11850381950597
YLRWTY1-3	0.171486580506569	11.8672712510461	0.858534093153449	0.420971339359393	0.50729914383132	-7.12024177193006
YPL155C	-0.174443910297341	6.95386887919576	-0.85839408357607	0.421043235992938	0.50729914383132	-7.12036591545339
YIL064W	-0.342789969246398	7.21298098593468	-0.857507287459579	0.42149882462633	0.507757297226356	-7.12115184405342
YHL041W	-0.649490816188765	3.6323924593845	-0.855946479079718	0.422301557339049	0.508633398224659	-7.12253354710304
YJL211C	0.768970165364306	2.08389526645714	0.855329631648244	0.4226191122785	0.508924927060405	-7.12307905669375
YGR225W	-0.395937578628062	3.60603377202135	-0.854808365339641	0.422887597240779	0.509157271418873	-7.12353979437179
YHL010C	-0.760112553036295	4.15370553037801	-0.854277382089906	0.423161214626479	0.509395711123856	-7.12400889015872
YBL013W	0.173286118789134	4.75439200677606	0.851640866668362	0.424521726445888	0.510925599031667	-7.12633466420493
YPR130C	0.282221334519977	5.26616062009967	0.851520874521014	0.424583721094416	0.510925599031667	-7.12644037729553
YBR048W	-0.374373558802334	12.5698982286048	-0.850338099275315	0.425195160678214	0.511570043372218	-7.12748176487018
YLR209C	-0.134387986715067	8.56724569053045	-0.849302602339572	0.425730988658155	0.51212330243726	-7.12839252872214
YBR247C	-0.261520907698772	9.95416526545946	-0.848502764594033	0.426145207610003	0.51253010337106	-7.12909541206768
YFLWTY2-1	0.191740760187121	11.2998313304373	0.846651655906179	0.427104977570947	0.513592783020194	-7.13072009891645
YDR334W	0.166866032845038	7.43678836366251	0.845488693285311	0.427708754978651	0.514227079656816	-7.13173935661105
YCR024C	-0.169193109514832	6.35216476056691	-0.844388711544193	0.428280402591738	0.514822527816714	-7.13270238154564
YOR078W	0.129539852296251	9.33945678132904	0.843056180181958	0.42897364322793	0.515563900741129	-7.13386765367611
YGR092W	-0.211637010283405	7.15162430634179	-0.842521044633394	0.429252272027287	0.515806795055074	-7.13433520307363
YML075C	-0.130332394663846	10.3250419425674	-0.842309283792936	0.429362565543862	0.51584736038603	-7.134520153238
YOR124C	-0.236967468478035	7.96466207570778	-0.842010961221918	0.429517978593194	0.515942109377674	-7.13478064231716
YJR093C	-0.174267142241696	7.04725898308016	-0.840672242611112	0.430215892630044	0.516569396983273	-7.13594867035418
YMR173W-A	0.116978704632256	13.8704093035536	0.840614369460248	0.430246082074198	0.516569396983273	-7.13599913081092
YDR140W	0.288534687680809	8.14462858068943	0.840568294882458	0.430270117902685	0.516569396983273	-7.13603930191975
YPL192C	0.23871355057628	4.36365047686102	0.838868601147152	0.431157477875599	0.517542546906774	-7.13751997826825
YPL157W	-0.184885980430007	6.70705872423129	-0.838290532172732	0.431459570999178	0.517812946676364	-7.13802300931171
YPL220W	-0.159441656685258	13.3503072245599	-0.838028210650603	0.431596707914706	0.517885314464148	-7.13825118732677
YIL093C	-0.170818448806209	6.76277651922329	-0.837096609286568	0.432083985836967	0.518377725977423	-7.13906106752498
YFL024C	-0.221484142578332	4.79701541838337	-0.836305885158843	0.432497887950364	0.518781947817308	-7.13974790774764
YIL161W	-0.359997826861962	8.29320504568771	-0.836156955998518	0.432575876376481	0.518783168465744	-7.13987721231979
YAL064W	0.282824110847262	3.92509956145247	0.835655031561752	0.432838789239494	0.519006126930117	-7.14031286080843
YMR171C	-0.153851080664589	5.55100796810818	-0.835235484927398	0.433058639975662	0.51917738054713	-7.14067684712673
YPR040W	0.187762572327872	7.94749527524544	0.834907781891403	0.433230418689076	0.51929095179875	-7.14096105010046
YNR039C	0.188239049321833	8.8874956521868	0.833214305131296	0.434118903029598	0.520263407969326	-7.14242829665969
YDR047W	-0.222837934537536	9.78290857561842	-0.831986889733566	0.434763685170046	0.520943508985976	-7.14349023922267
YAL019W	0.181651196273605	7.26248778119154	0.831683080416207	0.434923387410165	0.521042238027819	-7.14375289554264
YDR042C	-0.295691540933479	3.79213409571728	-0.831305917459983	0.435121707713065	0.521187188552703	-7.14407886142166
YCL029C	0.4576588867312	7.39676573126544	0.830668060092734	0.435457254257643	0.521461525757273	-7.14462986244232
YDL146W	-0.186839458388723	5.29431413267416	-0.830576416204396	0.435505479004108	0.521461525757273	-7.14470899919405
YNL320W	0.139983874780323	7.42818736733787	0.830420250035462	0.435587665414861	0.521467293942481	-7.14484383625961
YLR052W	-0.195960440212452	7.62754783541419	-0.829447867975171	0.436099656265672	0.521965783806382	-7.14568294954027
YIL067C	0.37838572245461	7.74649873241263	0.829335317181845	0.436158945756312	0.521965783806382	-7.14578002346033
YPR087W	0.189167809435688	5.08825230268485	0.826301842101309	0.437759093950808	0.52378773179983	-7.14839234808034
YNL210W	0.577295677946834	3.362453397334	0.823883236001355	0.439037904881499	0.525224614643468	-7.15046961063362
YDL036C	-0.182151175604269	7.07950768572467	-0.822949677152038	0.439532226446659	0.525722663043563	-7.15127009300639
YGL095C	-0.180234278114017	7.25526747137851	-0.822311666935701	0.439870282660613	0.526033659533806	-7.15181673275536
YBR042C	-0.347815171380272	6.95772289104176	-0.820453380596605	0.440855970822919	0.527118900717842	-7.1534069290002
YDR471W	-0.24364620103853	11.7962951094941	-0.8181132008253	0.442099505633045	0.528512002122512	-7.15540533682017
YOR125C	-0.402442385011248	6.63160429520136	-0.817511877609172	0.442419441916137	0.528800680708417	-7.15591808982519
YDR099W	-0.155870597074536	11.8746349095316	-0.817296174635337	0.442534247599821	0.528844118585602	-7.15610194666571
YNL099C	-0.15887664463126	9.36825925500625	-0.817067326300312	0.442656072915859	0.528895928284504	-7.15629696492794
YML059C	-0.118719948297469	8.26963454784236	-0.816716107244913	0.44284308752105	0.529025595514334	-7.15659617767996
YNL017C	-0.598993646974858	4.46866967878624	-0.816292847123347	0.443068536621558	0.529144088549451	-7.15695662493685
YBR198C	-0.128942325480155	9.27801213506668	-0.816235116423738	0.44309929314141	0.529144088549451	-7.15700577646406
YNL235C	0.364451136745792	5.24847294328127	0.815877404161672	0.443289901192787	0.52927793339936	-7.15731026714495
YOR314W	-0.51051897738271	3.32214697033824	-0.814338132181439	0.444110771139655	0.530164115742344	-7.15861928047348
YFR016C	0.221052072018822	7.43962118281288	0.813186514803877	0.444725615729471	0.530804081816298	-7.15959731037047
YGR030C	0.173213504247852	7.11062977202434	0.81290577347974	0.444875594015212	0.530885677280193	-7.15983556340318
YLR349W	-0.203848317470019	5.39719049494061	-0.812763689688853	0.444951512011248	0.530885677280193	-7.15995611820159
YLR464W	0.379392616216453	6.27590759835415	0.812371240595574	0.445161252518149	0.531041918933154	-7.16028901282152
YDL022W	0.257196119467803	11.3752399926931	0.810634975118766	0.446090022643546	0.532055698569722	-7.1617602238969
YIL102C	-0.457871331769092	1.22636785444874	-0.810077760690691	0.446388380553478	0.532317354021664	-7.16223183038735
YOR005C	0.164404196057238	6.12317606335541	0.809704269669786	0.446588443619816	0.532461721209545	-7.16254779162277
YNL272C	-0.234699370778161	6.72585563148796	-0.80922263363761	0.446846528923697	0.532674506438175	-7.16295506425267
YHRCTAU4	0.488085418829455	2.52134249317649	0.809076276725239	0.446924975357252	0.532674506438175	-7.16307878479005
YLR399C	-0.177057613174945	8.86292692698639	-0.807973821831706	0.447516197484363	0.533284860510009	-7.16401013994816
YDL109C	0.195398489221122	5.67282119486051	0.807806214259499	0.447606130082339	0.533297740278409	-7.16415164408243
YKL196C	-0.177095901246947	10.6311330856473	-0.807593565477245	0.447720248654707	0.533339426640637	-7.16433114009093
YHR165C	0.35485003669223	9.24962682246102	0.807348034915386	0.447852038887412	0.53340214562664	-7.1645383434003
YOR214C	0.596999460119651	2.11431418022127	0.804897334492893	0.449168970397456	0.534876123759515	-7.16660366407073
YOR186W	0.628998656319339	3.88855059178866	0.804105640901452	0.449594985360987	0.535288853794922	-7.16726976272164
YNL045W	0.128869568797711	9.53481477810045	0.803622142159712	0.449855298872699	0.535504188343694	-7.16767629465378
YLL029W	0.227322869055774	8.93164148476688	0.803098929546939	0.450137113744104	0.53574503737158	-7.16811599274597
YDRCDELTA7	0.242703965849934	10.3184378136006	0.802300845084231	0.450567220592286	0.536162264617233	-7.16878623580617
YGR157W	-0.170294339781199	10.0235133223923	-0.801941858675999	0.450760781264217	0.536297910983376	-7.16908753967546
YHR177W	-0.267508844720796	3.91385773452091	-0.799428295864499	0.452117699403824	0.537817383335999	-7.17119411878551
YGRCDELTA16	0.162799640980104	11.0536322218675	0.799189884504941	0.452246551925633	0.537875729659214	-7.17139364583046
YLR275W	0.134785283204371	6.68105946108909	0.798894302250261	0.452406339010059	0.537970840671806	-7.17164095146424
YMR039C	-0.154465267564008	10.0138748885412	-0.798252475370242	0.452753436938896	0.538288616152436	-7.17217769177073
YJL207C	-0.226751100726701	6.6795194370731	-0.798041293838216	0.452867684099195	0.53832948691862	-7.17235421896094
YLR003C	-0.263249842575674	7.8830154759693	-0.797714688757779	0.453044414118341	0.538444604330386	-7.17262715340295
YIR032C	-0.258701519636711	6.28642030132639	-0.797321607669851	0.453257179282581	0.538602501474717	-7.17295551815007
YBR215W	0.368372614766225	6.47392919736998	0.796169279149718	0.453881310328885	0.539249080136909	-7.17391736193169
YDR401W	0.533036182504616	3.95649813493693	0.795968436739621	0.453990153417512	0.539283333456827	-7.17408488715841
YDR531W	0.246297403060288	9.68216831459452	0.795253925564706	0.4543775187361	0.539648365864548	-7.17468058816113
YBR246W	-0.28063112882757	8.76532691574216	-0.794672814909778	0.454692732932962	0.539927593370008	-7.17516474606287
YIL156w-a	-0.574717101291259	3.2836523674117	-0.792197231373335	0.456037288693223	0.54142880496606	-7.17722403626731
YDRCSIGMA1	-0.223691522667573	5.54774559212131	-0.789684357394281	0.45740493780241	0.542956900455837	-7.17930892881996
YPR055W	-0.166947963727981	5.69755911787805	-0.787235844145303	0.458740308854835	0.544376976981077	-7.18133516304515
YBR259W	0.140088485880042	5.30997878454183	0.787079553000779	0.458825639125278	0.544376976981077	-7.1814643232184
YDL174C	0.119845850611615	10.1853280373149	0.787046728438592	0.458843561755119	0.544376976981077	-7.18149144699021
YOR263C	0.503743988646264	3.33051089869157	0.786550932831305	0.459114331792749	0.544578475009533	-7.18190102183678
YHRCDELTA3	0.249987548832999	11.2029841535368	0.786439880961067	0.45917499606516	0.544578475009533	-7.18199273212167
YDR398W	-0.258072046611682	9.5172431182147	-0.785285498936726	0.459805930504119	0.545230818366953	-7.18294542469997
YGL064C	0.118256988264974	7.80385817695182	0.785029455813016	0.459945954111273	0.545300920089706	-7.18315657609533
YNL275W	-0.165505399699983	5.77399564963404	-0.783802983723909	0.460617092410312	0.54600056328623	-7.18416722235586
YCL030C	0.307757564569952	11.1380296495011	0.783383682110788	0.460846694680374	0.546176669974629	-7.18451243830665
YBR152W	-0.287772745943276	3.56210936568641	-0.783038174667255	0.461035948297248	0.54630490357304	-7.1847967837377
YDL118W	-0.38578836753981	2.58758089166634	-0.779719179559972	0.462856695511474	0.548365991869808	-7.18752295348917
YCL022C	0.446718482940131	3.55129602930843	0.778412646719567	0.463574803903361	0.549088859199422	-7.18859348511162
YPR045C	-0.15607749913625	4.3971189866082	-0.778312685756766	0.463629777107405	0.549088859199422	-7.18867532862055
YNR055C	0.118217391588519	9.09779366735198	0.777781903282237	0.463921754796745	0.54931277558698	-7.18910976314582
YBR018C	-0.338828562967897	5.23856263626161	-0.777672695815935	0.463981844423839	0.54931277558698	-7.18919911669722
MAL23	0.115088135475955	0.428740042526115	0.774979882652746	0.465465224355746	0.550972183378597	-7.19139908004779
YDL114W	-0.170639550035589	1.18182039939764	-0.773961146066341	0.466027265310297	0.551453436187054	-7.19222970987066
YOR131C	0.192496496675908	9.83485169632297	0.773934553658762	0.466041942717004	0.551453436187054	-7.19225137990124
YOL142W	0.250555048588179	9.98766266556618	0.773798132112807	0.466117244207366	0.551453436187054	-7.19236253945583
YLRWDELTA10	0.361687203702193	9.85430621669011	0.772614547591437	0.46677090748205	0.552129855463148	-7.19332626840359
YGR150C	-0.211181072835629	5.8102755844862	-0.77150349302323	0.467385089278071	0.552759344048815	-7.19422982305236
YJL143W	-0.151633070787906	11.0374028342515	-0.770208009082143	0.468101924966486	0.553509995486686	-7.19528199598951
YDR306C	0.401495916102032	8.28415277878107	0.769912098395961	0.46826576863575	0.553606609472891	-7.19552212364612
YGR015C	-0.164253811973507	6.23923874739897	-0.768781055444344	0.468892382858384	0.55425020351903	-7.19643924158251
YBR141C	-0.118935404156124	8.89035906630806	-0.767361000465116	0.46967993006003	0.555083767947501	-7.19758911623897
